Name,URL,Summary,Category
Leukemia & Lymphoma Society Team in Training,https://volunteerinfo.org/leukemia-lymphoma-society-team-in-training/,"Our athletes have walked away with new friends, amazing accomplishments and the sense that they did something even more important than getting in good shape. How serious is blood cancer? Every four minutes, someone new is diagnosed with blood cancer. …","Civic Engagement, Health and Medicine, Nutrition and Exercise, Peninsula, San Francisco, Sports and Recreation"
Uhuru Furniture C/O African People’s Education & Defense Fund,https://volunteerinfo.org/uhuru-furniture-co-african-peoples-education-defense-fund/,Uhuru Furniture will work with you to set up a group “Door-hanging Day”. Your group is invited to bring from 2 – 25 people to volunteer together on a single day. You arrange the day that works best for your …,"Civic Engagement, East Bay, Economic Development, Education and Literacy, Housing and Homelessness, Human Services, Oakland, Poverty and Hunger, Race and Ethnicity"
Sustainable Lafayette,https://volunteerinfo.org/sustainable-lafayette/,"Sustainable Lafayette, a non-­‐profit committed to providing the community of Lafayette with the information, inspiration, tools, and assistance to facilitate the adoption of sustainable practices is seeking four, energetic, passionate, volunteer summer interns.","Civic Engagement, Community Development, East Bay, Energy Conservation, Environment, Lafayette, Sustainability"
Rebuilding Together San Francisco,https://volunteerinfo.org/rebuilding-together-san-francisco/,Are you looking for ways to give back to your community? Wanting to > get involved with an awesome organization? Would you like to make a > considerable difference in someone’s life? At Rebuilding Together San > Francisco we are …,"Civic Engagement, Community Development, Housing and Homelessness, Peninsula, San Francisco, Sustainability"
,https://volunteerinfo.org/2976-2/,"RotaCare Bay Area is a volunteer alliance of medical professionals, organizations and community members dedicated to providing free primary, quality healthcare services to uninsured families and individuals with limited ability to pay for medical care. We are entirely volunteer driven …","Civic Engagement, East Bay, Health and Medicine, North Bay, Peninsula, Poverty and Hunger, San Leandro"
Tenants Together,https://volunteerinfo.org/tenants-together/,"Tenants Together is a nonprofit organization dedicated to defending and advancing the rights of California tenants to safe, decent and affordable housing. As California’s only statewide renters’ rights organization, Tenants Together works to improve the lives of California’s tenants through …","Civic Engagement, Consumer Protection, Government Reform, Housing and Homelessness, Justice and Legal, Policy Advocacy"
The Peace Alliance,https://volunteerinfo.org/the-peace-alliance/,We are an alliance of organizers and advocates throughout the United States taking the work of peacebuilding from the margins of society into the centers of national discourse and policy priorities. Our network includes volunteer grassroots teams in hundreds of …,"Civic Engagement, East Bay, Oakland, Policy Advocacy, Politics"
HandsOn Tech Silicon Valley,https://volunteerinfo.org/handson-tech-silicon-valley/,"The goal of the HandsOn Tech Program is to educate and intensify the understanding and application of technology within the nonprofit sector. Through the contributions of many, we will aim to develop deeper knowledge and application of technology within Santa …","Civic Engagement, Computers and Technology, Economic Development, Research and Science, San Jose, South Bay"
Napa Valley Museum,https://volunteerinfo.org/napa-valley-museum/,"Situated mid-valley in the historic town of Yountville, between St. Helena and Napa, the Museum provides unique experiences that enrich the cultural fabric of our community through exhibitions and educational programs. At Napa Valley Museum, explore the connections between our …","Civic Engagement, Education and Literacy, Environment, Miscellaneous, Napa County, North Bay"
Save the Bay,https://volunteerinfo.org/save-the-bay/,"Save The Bay was started over 50 years ago by three brave women who had an “impossible” idea – that people, working together, could prevent the Bay from being destroyed. Our founders were right. They led tens of thousands of …","Civic Engagement, East Bay, Environment, North Bay, Peninsula, Policy Advocacy, South Bay"
Our City Forest,https://volunteerinfo.org/our-city-forest/,"The mission of Our City Forest is to cultivate a green and healthy San José metropolis by engaging community members in the appreciation, protection, growth and maintenance of our urban ecosystem, especially our urban forest.","Civic Engagement, Community Development, Energy Conservation, Environment, San Jose, South Bay, Sustainability"
Global Women’s Leadership Network,https://volunteerinfo.org/global-womens-leadership-network/,"Global Women’s Leadership Network (GWLN) exists to help women step out of survival and dependence into their inherent power, enabling the transformation of world conditions – woman by woman. Our policy is to work for women, in partnership with individuals, …","Civic Engagement, Miscellaneous, Politics, Poverty and Hunger, Santa Clara, South Bay, Sustainability"
My Earth Day Marin,https://volunteerinfo.org/my-earth-day-marin/,"The My Earth Day Marin Coalition was founded in the fall of 2008 by the Marin County Parks and Open Space District, the City of San Rafael Volunteer Program, the San Rafael Clean Program, the Center for Volunteer and Nonprofit …","Civic Engagement, Environment, Marin County, North Bay"
Contra Costa County Climate Leaders,https://volunteerinfo.org/contra-costa-county-climate-leaders/,"The Contra Costa County Climate Leaders (4CL) Program is a network assisting the county and its 19 cities to inform, support and encourage the measurement and reduction of greenhouse gas emissions. Through education and sharing of best practices we will …","Civic Engagement, Community Development, Contra Costa County, East Bay, Environment"
Peninsula Conflict Resolution Center,https://volunteerinfo.org/peninsula-conflict-resolution-center/,"PCRC fosters collaborative engagement by bringing people together, facilitating conversation and building these skills in our community.","Civic Engagement, Communications Access, Conflict Resolution, Peninsula, San Mateo County"
Sequoia Living,https://volunteerinfo.org/sequoia-living/,"Founded in 1958, Sequoia Living is a Bay Area nonprofit organization that provides stimulating, joyful living environments and services that enrich the lives of older adults from all economic backgrounds. Through our diverse network of life plan communities, affordable housing communities, and community …","Community Development, East Bay, Housing and Homelessness, Human Services, North Bay, Peninsula, Seniors, South Bay"
English Together,https://volunteerinfo.org/english-together/,Bringing People Together English Together addresses the two-fold challenge of building community and providing opportunities for immigrant workers to develop practical English-speaking skills. Workers become more confident in using English. Workers and volunteers come together breaking down barriers and building …,"Community Development, Education and Literacy, Immigrants and Refugees, Mentorship and Tutoring, Palo Alto, Peninsula, South Bay, Sunnyvale"
Bill Sorro Housing Program,https://volunteerinfo.org/bill-sorro-housing-program/,"Welcome to the Bill Sorro Housing Program. BiSHoP is a nonprofit that is dedicated to ensuring vulnerable members of our community have access to affordable housing in San Francisco, and we also advocate for their right to keep it.","Community Development, Housing and Homelessness, Peninsula, San Francisco"
Spokeland Bicycle Collective,https://volunteerinfo.org/spokeland-bicycle-collective/,"Spokeland is a not-for-profit, community-driven bicycle cooperative that aims to reach out locally and foster Oakland unity. We support the use of bicycles as a viable means of transportation as well as a healthy recreational activity. We are focused on …","Community Development, East Bay, Employment, Job and Workplace, Mentorship and Tutoring, Miscellaneous, Oakland, Peninsula, South Bay, Sports and Recreation, Travel and Transportation"
Alameda Point Collaborative,https://volunteerinfo.org/alameda-point-collaborative/,Alameda Point Collaborative is a Supportive Housing Community that uses all its resources to help families and adults break the cycle of homelessness and poverty.,"Community Development, Funding and Financial Assistance, Housing and Homelessness, Independent Living, Peninsula, San Francisco"
Ecumenical Hunger Program,https://volunteerinfo.org/ecumenical-hunger-program/,"The Ecumenical Hunger Program (EHP), a 35 year old, private, non-profit, community-based organization located in East Palo Alto provides emergency food, clothing, case management, and household essentials to families in need in East Palo Alto, Menlo Park, and Palo Alto. …","Community Development, Food and Clothing, Hunger, Palo Alto, Peninsula, Poverty and Hunger"
West Oakland Green Initiative,https://volunteerinfo.org/west-oakland-green-initiative/,Did you know that in West Oakland kids are seven times more likely to suffer from respiratory illnesses than any other kid in California? We have some of the worst air quality and we need your help to continue to …,"Community Development, East Bay, Environment, Oakland"
Bay Area Christian Church Community,https://volunteerinfo.org/bay-area-christian-church-community/,"BACC Community combines the resources of several established community service groups with the local support of BACC members to create a community of active and inspired volunteers. We specialize in helping children with special needs, and are expanding to meet …","Community Development, Crisis Support, Faith-Based, Hunger, Palo Alto, Peninsula, Poverty and Hunger, Youth"
SF Ocean Edge,https://volunteerinfo.org/sf-ocean-edge/,SF Ocean Edge supports the protection of the habitat and parkland in the western end of Golden Gate Park. We are currently working to protect the park from an urbanized soccer complex and to provide alternatives for the location of …,"Community Development, Environment, Peninsula, San Francisco, Sustainability"
VIDA USA,https://volunteerinfo.org/vida-usa/,"VIDA has been serving underprivileged communities in Latin America since 1991 by providing them with medicines, medical supplies and equipment donated to us by San Francisco Bay Area hospitals, clinics and individuals. Through such donations we helped to provide care …","Community Development, Disaster Relief, East Bay, Emeryville, Health and Medicine, International, Miscellaneous"
Wild Equity Institute,https://volunteerinfo.org/wild-equity-institute/,"The Wild Equity Institute unites the grassroots conservation and environmental justice movements in campaigns that build a healthy and sustainable global community for people and the plants and animals that accompany us on Earth. Our team of experts in law, …","Community Development, Environment, Peninsula, San Francisco"
The Partnership for Sustainable Communities (PSC),https://volunteerinfo.org/the-partnership-for-sustainable-communities-psc/,"The Partnership for Sustainable Communities (PSC) is a national nonprofit group dedicated to helping make our communities more environmentally, economically, and socially sustainable through community planning and development. It is a membership-driven organization and depends on membership to achieve its …","Community Development, Economic Development, Environment, North Bay, Policy Advocacy, San Rafael, Sustainability, Urban"
Habitat for Humanity Greater San Francisco,https://volunteerinfo.org/habitat-for-humanity-greater-san-francisco/,"Habitat for Humanity Greater San Francisco is a local affiliate of Habitat for Humanity International that partners with hardworking families, community volunteers and donors, to build affordable ownership homes in Marin, San Francisco and on the Peninsula. Through the Habitat …","Community Development, Environment, Housing and Homelessness, Peninsula, San Francisco"
Santa Clara County Youth Task Force,https://volunteerinfo.org/santa-clara-county-youth-task-force/,"Mission Statement We, the Youth Task Force, believe that recreational activities and community activism implemented by youth and for youth are effective deterrents to drug abuse, gangs, violence, and teen pregnancy. We also believe that youth leadership, development and education …","Community Development, Education and Literacy, Santa Clara, South Bay, Sports and Recreation, Youth"
San Jose Police Department Volunteer Program,https://volunteerinfo.org/san-jose-police-department-volunteer-program/,"The Volunteer Program (VOLT-Volunteer Opportunities and Leadership Training) was developed as a complement to the San Jose Police Department’s Community Policing Strategy. By utilizing volunteers and college interns to enhance existing police services, the program has become firmly integrated into …","Community Development, Justice and Legal, San Jose, South Bay"
San Francisco Rotaract,https://volunteerinfo.org/san-francisco-rotaract/,"Rotaract is a Rotary-sponsored service club for young men and women ages 18 to 30. Rotaract clubs are either community or university based, and they’re sponsored by a local Rotary club. This makes them true “partners in service” and key …","Community Development, Peninsula, San Francisco"
San Francisco Conservation Corps,https://volunteerinfo.org/san-francisco-conservation-corps/,"The San Francisco Conservation Corps offers young people opportunities to develop themselves, their academic abilities and marketable job skills while addressing community needs through service work. Corpsmembers are young adults aged 18-26 who join our job training and education program …","Community Development, Employment, Peninsula, San Francisco"
San Francisco City Hall Docent Program,https://volunteerinfo.org/san-francisco-city-hall-docent-program/,"The General Services Agency (GSA) is comprised of a broad array of departments, divisions, programs, and offices reporting to the Office of the City Administrator. The majority of the services provided by the GSA are provided to support the effective …","Community Development, Peninsula, San Francisco"
City and County of San Francisco,https://volunteerinfo.org/city-and-county-of-san-francisco/,"San Francisco was incorporated as a City on April 15th, 1850 by act of the Legislature. Although City Government has played a key role in San Francisco’s development, the true wealth of this City resides with the creative and entrepreneurial …","Community Development, Peninsula, San Francisco"
Contra Costa Crisis Center,https://volunteerinfo.org/contra-costa-crisis-center/,"The mission of the Contra Costa Crisis Center is to keep people alive and safe, help them through crises, and connect them with culturally relevant resources in the community. Our 24-hour crisis lines, face-to-face grief counseling program, homeless services, youth …","Community Development, Contra Costa County, Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Housing and Homelessness, Walnut Creek, Youth"
"City of Sunnyvale, California",https://volunteerinfo.org/city-of-sunnyvale-california/,"Visitors and residents enjoy Sunnyvale’s beautiful, clean suburban setting, efficient, high-quality city services, low crime rate, quality schools and 18 prize-winning parks. Through its innovative and cost effective Public Safety Department concept, which combines traditional fire and police functions into …","Community Development, South Bay, Sunnyvale"
"City of Mountain View, California",https://volunteerinfo.org/city-of-mountain-view-california/,The City of Mountain View’s mission is to provide quality services and facilities that meet the needs of a caring and diverse community in a financially responsible manner. The organization’s established values are: Provide exceptional service Act with integrity Treat …,"Community Development, Mountain View, Peninsula"
Center for Volunteer and Nonprofit Leadership of Marin,https://volunteerinfo.org/center-for-volunteer-and-nonprofit-leadership-of-marin/,"For nearly 50 years, the Center for Volunteer and Nonprofit Leadership (Center) has promoted volunteerism, strengthened nonprofit organizations and provided leadership to develop a vital and engaged community. The Center fosters and facilitates volunteering through programs like ProBono Marin, a …","Community Development, North Bay, San Rafael"
Catholic Charities of the East Bay,https://volunteerinfo.org/catholic-charities-of-the-east-bay/,"Catholic Charities of the East Bay is a diverse, multi-service nonprofit Human Services agency. Since 1935, it has played a central role in providing social services and advocacy to those most in need in Contra Costa and Alameda counties regardless …","Community Development, East Bay, Oakland"
HandsOn Bay Area,https://volunteerinfo.org/handson-bay-area/,"HandsOn Bay Area (HOBA) creates opportunities for people to volunteer, learn and lead in their communities. We strive to provide volunteers with a high-quality experience that fuels further action, and we envision a day when everyone is inspired and equipped …","Community Development, Peninsula, San Francisco"
Glide Memorial Church,https://volunteerinfo.org/glide-memorial-church/,"GLIDE’s mission is to create a radically inclusive, just and loving community mobilized to alleviate suffering and break the cycles of poverty and marginalization. Our Core Values emerge from GLIDE as a spiritual movement. They are rooted in empowerment, recovery …","Community Development, Peninsula, Poverty and Hunger, San Francisco"
Telegraph Hill Neighborhood Center,https://volunteerinfo.org/telegraph-hill-neighborhood-center/,"Founded in 1890, Telegraph Hill Neighborhood Center (Tel-Hi) builds community strength for the neighborhoods of northeast San Francisco in three ways: Tel-Hi provides services for 600 people each day to increase their well-being. Tel-Hi brings the neighborhood together through celebrations …","Community Development, Peninsula, San Francisco"
Restore Oakland’s Cleveland Cascade,https://volunteerinfo.org/restore-oaklands-cleveland-cascade/,"The Cleveland Cascade was born in Oakland, California, in 1923, conceived and midwifed by noted landscape architect Howard Gilkey. A stunning Italian-inspired water feature, it hugged the steep hill, falling almost into Lake Merritt from the Cleveland Heights hill above. …","Community Development, East Bay, Oakland"
Rebuilding Together,https://volunteerinfo.org/rebuilding-together/,"Rebuilding Together Peninsula (RTP) builds volunteer partnerships to rehabilitate homes  and community centers for our neighbors in need. Rebuilding Together, formerly known as “Christmas in April,” began in Midland, Texas in 1973 when a few generous people decided to devote …","Community Development, Housing and Homelessness, Peninsula, Redwood City"
Friends of the Urban Forest,https://volunteerinfo.org/friends-of-the-urban-forest/,"Friends of the Urban Forest’s mission is to promote a larger, healthier urban forest as part of San Francisco’s green infrastructure through community planting, tree care, education, and advocacy. Tree Planting Each year, Friends of the Urban Forest helps communities …","Community Development, Environment, Peninsula, San Francisco"
Foundation for Sustainable Development,https://volunteerinfo.org/foundation-for-sustainable-development/,"Founded in 1995, Foundation for Sustainable Development (FSD) enhances the capacity of community organizations around the world to address local health, social, environmental, and economic issues. Our model incorporates four programs that support underserved communities in a collaborative and sustainable …","Community Development, Environment, Peninsula, San Francisco, Sustainability"
Engineers Without Borders – USA,https://volunteerinfo.org/engineers-without-borders-usa/,"Engineers Without Borders – USA San Francisco Professionals (EWB-SFP) was established in September 2004 as the first professional chapter of EWB-USA. Our mission supports community-driven development programs worldwide through the design and implementation of sustainable engineering projects, while fostering responsible …","Community Development, Fundraising, International, Peninsula, San Francisco, Sustainability"
One Brick,https://volunteerinfo.org/one-brick/,"Mission Statement One Brick provides support to local non-profit and community organizations by creating a unique, social and flexible volunteer environment for those interested in making a concrete difference in the community. We enable people to get involved, have an …","Community Development, Peninsula, San Francisco"
The Volunteer Center of Sonoma County,https://volunteerinfo.org/the-volunteer-center-of-sonoma-county/,"For forty years, the Volunteer Center has been the heart of our community; matching prospective volunteers with local nonprofits to help them help others. We inspire thousands of people from all walks of life to share their skills and talents …","Community Development, North Bay, Sonoma County"
The Volunteer Center of Silicon Valley,https://volunteerinfo.org/the-volunteer-center-of-silicon-valley/,"This online volunteer referral portal is a community service launched by VCSV in 2002. The portal operation is exclusively an online service that works to match individuals, businesses, non-profit organizations, schools and government agencies to help address community needs. Established …","Community Development, Silicon Valley, South Bay"
The Volunteer Center of San Mateo County,https://volunteerinfo.org/the-volunteer-center-of-san-mateo-county/,"Connecting Resources. People. Organizations. A pioneer in the field of volunteerism, The Volunteer Center connects individuals, nonprofits and businesses with opportunities and resources needed to support local communities. Founded in 1946 by the Junior League of San Francisco, then called …","Community Development, Peninsula, San Mateo County"
The Volunteer Center of San Francisco,https://volunteerinfo.org/the-volunteer-center-of-san-francisco/,"Connecting Resources. People. Organizations. A pioneer in the field of volunteerism, The Volunteer Center connects individuals, nonprofits and businesses with opportunities and resources needed to support local communities. Founded in 1946 by the Junior League of San Francisco, then called …","Community Development, Peninsula, San Francisco"
The Volunteer Center of Santa Cruz County,https://volunteerinfo.org/the-volunteer-center-of-santa-cruz-county/,"The Volunteer Center was founded in 1967 to address the pressing needs of our local community through volunteer service. We offer 22 year-round programs that engage young people, families, seniors, working professionals, and people with disabilities in meaningful service. Learn …","Community Development, Monterey Bay Area, Santa Cruz"
The Volunteer Center of the East Bay,https://volunteerinfo.org/the-volunteer-center-of-the-east-bay/,The Volunteer Center is a nonprofit organization dedicated to promoting volunteerism in the San Francisco East Bay Area. Our primary goal is to expand service to meet the needs of our local communities. We have 600 nonprofit and public partners …,"Community Development, East Bay, Walnut Creek"
The Volunteer Center of Contra Costa,https://volunteerinfo.org/the-volunteer-center-of-contra-costa/,The Volunteer Center is a nonprofit organization dedicated to promoting volunteerism in the San Francisco East Bay Area. Our primary goal is to expand service to meet the needs of our local communities. We have 600 nonprofit and public partners …,"Community Development, East Bay, Walnut Creek"
The Volunteer Center of Alameda County,https://volunteerinfo.org/the-volunteer-center-of-alameda-county/,The Volunteer Center is a nonprofit organization dedicated to promoting volunteerism in the San Francisco East Bay Area. Our primary goal is to expand service to meet the needs of our local communities. We have 600 nonprofit and public partners …,"Community Development, East Bay, Walnut Creek"
Dig Deep Farms and Produce,https://volunteerinfo.org/dig-deep-farms-and-produce/,Dig Deep Farms is a program of the Alameda County Deputy Sheriffs’ Activities League (DSAL) that has been funded by Kaiser Permanente and the San Francisco Foundation’s Koshland Fellows. This program has multiple purposes: Employ local people to work on …,"Community Development, East Bay, Nutrition and Exercise, San Leandro"
Assistance League,https://volunteerinfo.org/assistance-league/,Mission Statement Assistance League is a national nonprofit organization that puts caring and commitment into action through community-based philanthropic programs. Vision Statement To be a nationally recognized leader empowering volunteers through a strong network of local chapters to meet changing …,"Community Development, East Bay, Los Altos, Los Gatos, North Bay, Peninsula, Pleasanton, San Jose, Santa Rosa, South Bay, Walnut Creek"
Asian Americans for Community Outreach,https://volunteerinfo.org/asian-americans-for-community-outreach/,"Asian Americans for Community Outreach (AACO) is an organization dedicated to creating a forum in the San Francisco Bay Area where Asian American professionals and students can meet and foster the common goal of community service, benefiting the extended community …","Community Development, Human Rights and Civil Liberties, Peninsula, Politics, San Francisco"
Ashoka’s Youth Venture,https://volunteerinfo.org/ashokas-youth-venture/,"Youth Venture San Francisco Bay Area transforms young dreamers into changemakers. We inspire and invest in teams of young people to start and lead their own social ventures, and we are part of a powerful global network of young changemakers. …","Community Development, Peninsula, San Francisco, Social Enterprise, Youth"
STEM For Others,https://volunteerinfo.org/stem-for-others/,"Description of Organization and/or Volunteer Opportunities Available: 1. Mentoring middle school students in STEM 2. Developing math, computer science, robotics curriculum 3. Web development of a learning game 4. Socia media","Computers and Technology, Education and Literacy, Mentorship and Tutoring, Research and Science, Youth"
Vetrivel Foundation,https://volunteerinfo.org/vetrivel-foundation/,The primary mission of Vetrivel Foundation is to bridge the digital divide in the education that exists between the remote villages/ under privileged regions and those who have easy access to modern education tools.The keystone project that we have started …,"Computers and Technology, East Bay, Education and Literacy, Fremont, International"
Minorities in Technology Project,https://volunteerinfo.org/minorities-in-technology-project/,"The Minorities In Technology Project is a 501(c)(3) Nonprofit with a mission to increase the underrepresented minority community’s participation in technology and engineering career fields. Minorities in Technology Project through collaboration with Technology Industry Professionals, Secondary/Post-Secondary Educators and Institutions will …","Computers and Technology, East Bay, Education and Literacy, Job and Workplace, Mentorship and Tutoring, North Bay, Peninsula, South Bay"
The Women’s Building,https://volunteerinfo.org/the-womens-building-2/,"Every year billions of dollars in tax credits go unclaimed by low-income taxpayers who don’t know they are eligible. VITA volunteers help clients apply all the appropriate tax credits, allowing the people who need it most to get the returns …","Computers and Technology, Consumer Protection, Miscellaneous, Peninsula, Personal Finance, San Francisco, Seniors"
TEALS,https://volunteerinfo.org/teals/,"According to a 2013 study by Code.org, 90% of US high schools do not teach computer science. TEALS helps high schools offer computer science by providing a team of trained volunteers to partner with a classroom teacher and teach a …","Computers and Technology, East Bay, Education and Literacy, Mentorship and Tutoring, Peninsula, South Bay"
Community Technology Network,https://volunteerinfo.org/community-technology-network/,Community Technology Network (CTN) works to bridge the digital divide through programs that support and enhance digital literacy in the Bay Area’s most vulnerable neighborhoods. CTN initiates and manages partnerships with organizations that have computer centers to equip low-income San …,"Computers and Technology, East Bay, Peninsula, San Francisco"
Internet Archive,https://volunteerinfo.org/internet-archive/,"The Internet Archive is a 501(c)(3) non-profit that was founded to build an Internet library. Its purposes include offering permanent access for researchers, historians, scholars, people with disabilities, and the general public to historical collections that exist in digital format","Computers and Technology, Education and Literacy, Peninsula, Research and Science, San Francisco"
Silicon Valley – Public Access Link,https://volunteerinfo.org/silicon-valley-public-access-link/,"Silicon Valley Public Access Link (SVPAL) is a non-profit computer network which makes on-line information accessible to people living in the Silicon Valley (southern portion of the San Francisco Bay Area), regardless of financial status and educational level. We are …","Computers and Technology, Library and Resource Centers, Silicon Valley, South Bay"
Computer Recycling Center,https://volunteerinfo.org/computer-recycling-center/,"Computer Recycling Center™ promotes the highest and best re-use of computer and electronic equipment, and recycles unusable items to keep them out of landfills. CRC donates computers to Computers & Education™ for use in public charity and community programs.","Computers and Technology, North Bay, Santa Rosa"
A Good Idea,https://volunteerinfo.org/a-good-idea/,"A Good Idea is a vehicle for positive social change ideas that connect people in need with people who want to help to alleviate homelessness and poverty. We build these connections for positive social change through service, education, and technology. …","Computers and Technology, Housing and Homelessness, Peninsula, Poverty and Hunger, San Francisco"
Wardrobe for Opportunity,https://volunteerinfo.org/wardrobe-for-opportunity/,"Wardrobe for Opportunity (WFO) is a successful and growing nonprofit organization that empowers low-income individuals from across the Bay Area with acquiring interview skills, professional clothing and the career support they need to become economically self-sufficient.” We are currently looking …","Concord, Counseling, Therapy, and Emotional Support, East Bay, Employment, Oakland, Peer Counseling, Poverty and Hunger"
Books for the Barrios,https://volunteerinfo.org/books-for-the-barrios/,"BOOKS for the BARRIOS (BftB) is an all ­volunteer non-profit orgaization 501(c)(3)) that began in 1981 and operates out of its headquarters in the San Francisco East Bay, in Concord, Northern California. BftB aims to improve the quality of education …","Concord, East Bay, Education and Literacy, Library and Resource Centers, Peninsula, San Francisco, South Bay, Youth"
Planned Parenthood Shasta Pacific,https://volunteerinfo.org/planned-parenthood-shasta-pacific/,"Planned Parenthood Shasta Pacific (PPSP) provides over 100,000 individuals with health care and education services at more than 30 sites throughout 17 Northern California counties. We reach people through our health care services, education programs, and advocacy initiatives. PPSP provides …","Concord, Counseling, Therapy, and Emotional Support, East Bay, Family Planning, Health and Medicine"
Diablo Valley Literacy Council,https://volunteerinfo.org/diablo-valley-literacy-council/,"Our History The Diablo Valley Literacy Council was started in 1978 by a group of women from Good Shepherd Lutheran Church, along with several women from other churches, who had been active in literacy. Good Shepherd Lutheran Church sponsors us …","Concord, East Bay, Education and Literacy, Immigrants and Refugees, Mentorship and Tutoring"
TSA,https://volunteerinfo.org/tsa/,We are in need of volunteers to assist us weekly at the SF Bay Oakland International Airport. The volunteer would work with our canine team and be a decoy during passenger screening. Every volunteer will be provided a signed letter …,"Consumer Protection, East Bay, Oakland, Travel and Transportation"
Drowning Prevention Foundation,https://volunteerinfo.org/drowning-prevention-foundation/,"Do you know someone who drowned or had a near-drowning experience? These terrible accidents can largely be prevented through education and layers of protection. The Drowning Prevention Foundation, a Bay Area nonprofit agency that works to create awareness and advocate …","Consumer Protection, Emergency and Safety, Peninsula, San Francisco, Sports and Recreation"
Earn It! Keep It! Save It! – A Program of United Way of the Bay Area,https://volunteerinfo.org/earn-it-keep-it-save-it-a-program-of-united-way-of-the-bay-area/,Strengthen Your Community – One Tax Return At A Time Volunteer as a tax preparer with Earn It! Keep It! Save It! to help Bay Area residents stand on their own and bring back money to our local economy. Join …,"Consumer Protection, East Bay, Funding and Financial Assistance, Human Services, North Bay, Peninsula, Seniors"
Contra Costa County Library,https://volunteerinfo.org/contra-costa-county-library/,Volunteers are a vital part of the success of the Library. The 26 community libraries rely  on the support of our many volunteers to complete important tasks. Each community library has different volunteer needs. Please contact your community library for more information …,"Contra Costa County, East Bay, Education and Literacy, Library and Resource Centers"
Impact Through Debate,https://volunteerinfo.org/impact-through-debate/,Impact Through Debate is a local and newly formed non-profit organization (we have been operating unofficially though for the last two years). Our mission to provide speech and debate education and competitive opportunities to as many local students as possible. …,"Contra Costa County, East Bay, Education and Literacy, Youth"
Special Olympics – Northern California,https://volunteerinfo.org/special-olympics-northern-california/,"BECOME A VOLUNTEER Athletes are why we exist, and volunteers are how we exist. Volunteers are the backbone of our program. Currently more than 9,200 volunteers in Northern California have discovered the rewards of working with a Special Olympics athlete. …","Contra Costa County, East Bay"
Community Violence Solutions and Rape Crisis Center of Marin & Contra Costa Counties,https://volunteerinfo.org/community-violence-solutions-and-rape-crisis-center-of-marin-contra-costa-counties/,"Community Violence Solutions (CVS) is dedicated to working in partnership with the community to end sexual assault and family violence through prevention, crisis services, and treatment. Formerly called Rape Crisis Center, CVS was founded by the Greater Richmond Interfaith Program …","Contra Costa County, Crisis Support, Domestic Violence, East Bay, Marin County, North Bay, Victim Support"
Meals on Wheels Serving Contra Costa County,https://volunteerinfo.org/meals-on-wheels-serving-contra-costa-county/,"Meals On Wheels By Senior Outreach Services is a non-profit 501(c)(3) organization to support seniors in Contra Costa County. We are proud to have earned the Guidestar Exchange Seal, a validation that we are a well-run and transparent agency. We …","Contra Costa County, East Bay, Food and Clothing, Seniors"
NeuroLOGIC Foundation,https://volunteerinfo.org/neurologic-foundation/,NeuroLOGIC Foundation is a 501(c)(3) organization dedicated to providing care and support services to communities affected by dementia nationwide. Below are the ongoing volunteer opportunities available. NeuroMelodies Program: Volunteers play instruments for elderly residents in local living facilities in person …,"Counseling, Therapy, and Emotional Support, Disability and Special Needs, Mental Health, Seniors"
Wooden Boats for Veterans,https://volunteerinfo.org/wooden-boats-for-veterans/,"Since 2015 we’ve given sail training to veterans, future veterans and their families on the water to provide physical, mental and emotional therapy for their injuries brought about by operational service. We provide three programs; sailing training, experiential sailing, and wooden …","Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Human Services, Mental Health, Sports and Recreation, Veterans and Military Families"
Subconscious,https://volunteerinfo.org/subconscious/,"Our mission is to build mental health consciousness through education, narrative, and community. We can collectively reduce stigma by humanizing mental health issues across different cultures, backgrounds, and environments. We believe stigma is grounded in ignorance and fear, and by …","Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Health and Medicine, Human Services, Mental Health, North Bay, Peninsula, South Bay"
Enterprise for High School Students Career Exploration,https://volunteerinfo.org/enterprise-for-high-school-students-career-exploration/,"Enterprise for High School Students (EHSS) is a non-profit agency founded in 1969 to assist San Francisco high school students with school-to-work transition. We provide a variety of services and programs that assist youth to develop job skills, find employment …","Counseling, Therapy, and Emotional Support, Education and Literacy, Employment, Job and Workplace, Mentorship and Tutoring, Peer Counseling, Peninsula, San Francisco"
Know a Vet?,https://volunteerinfo.org/know-a-vet/,"Know a Vet? is an advocacy program, focusing on assisting veterans, and their families, access and use the VA benefits they are entitled to receive. We also will assist veterans not eligible for VA benefits, and their family members, find …","Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Human Rights and Civil Liberties, Human Services, Mountain View, North Bay, Peer Counseling, Peninsula, Policy Advocacy, South Bay, Veterans and Military Families"
Continuum Care Hospice,https://volunteerinfo.org/continuum-care-hospice/,"We are seeking volunteers in Marin County who are interested in becoming part of our patient care team providing additional services such as friendly social visits, reading to patients, running errands, light gardening, playing music, assisting with letter writing, bereavement …","Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Health and Medicine, Marin County, North Bay, Seniors, Terminal Illness"
